entry_price,pnl,price,reason,side,size,symbol,timestamp
3606.4,-18.335585780028648,3590.25,stop_loss,sell,1.1353303888562567,ETH/USDT,2025-01-04T15:30:00
3645.2,-20.13510758549418,3634.05,stop_loss,sell,1.8058392453358598,ETH/USDT,2025-01-05T13:30:00
99488.0,-7.346204547001736,99395.0,stop_loss,sell,0.07899144674195414,BTC/USDT,2025-01-06T14:00:00
3472.6,140.01697841349053,3404.4,take_profit,buy,2.053034874098107,ETH/USDT,2025-01-08T01:15:00
96927.0,63.411483937350845,96165.0,take_profit,buy,0.0832171705214578,BTC/USDT,2025-01-08T12:00:00
3169.25,-16.02320220003867,3192.8,stop_loss,buy,0.6803907515939935,ETH/USDT,2025-01-10T02:30:00
3221.55,30.06259819979182,3195.7,take_profit,buy,1.1629631798758762,ETH/USDT,2025-01-13T13:45:00
3067.45,-77.85078121746206,3103.2,stop_loss,buy,2.1776442298590784,ETH/USDT,2025-01-14T03:00:00
99031.0,49.00589737213575,99955.5,take_profit,sell,0.05300800148419226,BTC/USDT,2025-01-16T01:30:00
100157.0,-20.0937864433391,99509.0,stop_loss,sell,0.031008929696510954,BTC/USDT,2025-01-16T09:00:00
99806.0,-18.052668138839845,99534.5,stop_loss,sell,0.06649233200309335,BTC/USDT,2025-01-16T14:00:00
3375.9,36.09608263820346,3405.75,take_profit,sell,1.20924899960481,ETH/USDT,2025-01-17T15:30:00
3414.95,31.783171616898365,3446.2,take_profit,sell,1.0170614917407477,ETH/USDT,2025-01-18T01:45:00
3480.65,-36.29792106898603,3448.7,stop_loss,sell,1.1360851664784262,ETH/USDT,2025-01-18T08:45:00
3198.15,-4.8067933027540315,3204.7,stop_loss,buy,0.7338615729395773,ETH/USDT,2025-01-19T19:15:00
3422.95,-93.52117733683652,3369.9830867926776,stop_loss,sell,1.7656527759278213,ETH/USDT,2025-01-20T02:30:00
3192.65,-62.60439739765735,3247.35,stop_loss,buy,1.1445045228090962,ETH/USDT,2025-01-20T09:00:00
107575.5,-83.52398979305129,106388.5,stop_loss,sell,0.07036561903374161,BTC/USDT,2025-01-20T21:15:00
101942.0,-59.688268469513304,103220.0,stop_loss,buy,0.04670443542215438,BTC/USDT,2025-01-21T16:30:00
3191.8,-28.291844596752817,3208.45,stop_loss,buy,1.699209885690897,ETH/USDT,2025-01-23T17:00:00
3247.45,38.09092468482381,3225.7,take_profit,buy,1.7513068820608648,ETH/USDT,2025-01-27T05:30:00
100978.0,-21.81751475079241,101410.0,stop_loss,buy,0.05050350636757502,BTC/USDT,2025-01-27T08:45:00
101463.5,39.79090010005984,100256.0,take_profit,buy,0.032953126376861146,BTC/USDT,2025-01-27T11:15:00
99366.5,-10.005243369788575,99663.5,stop_loss,buy,0.03368768811376625,BTC/USDT,2025-01-27T18:15:00
3083.55,-1.220180569982889,3084.65,stop_loss,buy,1.1092550636208998,ETH/USDT,2025-01-27T18:15:00
104370.0,29.6674852319213,105466.0,take_profit,sell,0.027068873386789507,BTC/USDT,2025-01-30T20:15:00
105780.0,-5.411928177279885,105675.0,stop_loss,sell,0.05154217311695128,BTC/USDT,2025-01-31T02:00:00
3328.7,49.77410656840428,3364.0,take_profit,sell,1.4100313475468562,ETH/USDT,2025-01-31T20:00:00
3351.65,-15.586903173961934,3335.8,stop_loss,sell,0.9834008311647965,ETH/USDT,2025-02-01T00:00:00
100442.0,56.1056107522338,99679.0,take_profit,buy,0.07353291055338637,BTC/USDT,2025-02-02T13:30:00
2983.15,151.9318295826315,2918.15,take_profit,buy,2.3374127628097154,ETH/USDT,2025-02-03T00:45:00
2958.25,236.67412170654717,2866.0,take_profit,buy,2.5655731350303217,ETH/USDT,2025-02-03T04:00:00
2832.4,171.2932470254724,2731.0,take_profit,buy,1.6892825150441049,ETH/USDT,2025-02-03T07:15:00
2435.4,-115.17230731437897,2616.25,stop_loss,buy,0.6368388571433731,ETH/USDT,2025-02-03T20:45:00
