entry_price,pnl,price,reason,side,size,symbol,timestamp
97659.0,-2.604480201177763,96980.73084808848,stop_loss,sell,0.0038398918686449787,BTC/USDT,2025-01-03T03:45:00
3492.7,3.0340655662200278,3513.9,take_profit,sell,0.1431163002933957,ETH/USDT,2025-01-03T20:00:00
3525.0,4.5957812420805775,3557.4,take_profit,sell,0.14184510006421497,ETH/USDT,2025-01-03T21:15:00
98061.5,3.9227337560335345,98830.5,take_profit,sell,0.005101084208106027,BTC/USDT,2025-01-04T00:45:00
98763.0,-1.957793902350253,98248.0,stop_loss,sell,0.0038015415579616563,BTC/USDT,2025-01-04T04:45:00
3581.7,2.843846640923082,3608.85,take_profit,sell,0.10474573263068407,ETH/USDT,2025-01-04T17:45:00
98163.0,-2.064673981292366,97623.0,stop_loss,sell,0.0038234703357266035,BTC/USDT,2025-01-05T19:45:00
97680.0,3.8444645665093895,98681.0,take_profit,sell,0.003840623942566823,BTC/USDT,2025-01-06T04:30:00
98479.0,4.588224014354871,99682.47105347547,take_profit,sell,0.00381249220835405,BTC/USDT,2025-01-06T11:00:00
99554.0,6.037578673846735,101153.59885736518,take_profit,sell,0.0037744329748970115,BTC/USDT,2025-01-06T20:45:00
3629.3,7.021263049652352,3697.2,take_profit,sell,0.10340593593007938,ETH/USDT,2025-01-06T21:00:00
3713.8,-2.662906569758966,3687.5,stop_loss,sell,0.10125120037106264,ETH/USDT,2025-01-06T23:00:00
101905.5,-2.158637396113491,101320.5,stop_loss,sell,0.0036899784548948566,BTC/USDT,2025-01-07T17:00:00
3674.7,-4.7129142320176935,3628.6197847584476,stop_loss,sell,0.10227630681221056,ETH/USDT,2025-01-07T17:15:00
100864.5,-2.918262700409829,100081.0,stop_loss,sell,0.0037246492666366676,BTC/USDT,2025-01-07T20:30:00
3638.2,-4.8401894499053,3591.3226715519268,stop_loss,sell,0.10325224602478944,ETH/USDT,2025-01-07T20:30:00
3529.9,-0.23925263685667997,3527.65,stop_loss,sell,0.10633450526963555,ETH/USDT,2025-01-07T21:00:00
98502.5,-4.658450542144937,97280.0,stop_loss,sell,0.003810593490507106,BTC/USDT,2025-01-07T23:15:00
3465.15,5.8615699245836534,3383.95,take_profit,buy,0.07218682173132554,ETH/USDT,2025-01-08T08:30:00
97449.0,-4.943832104326579,96165.0,stop_loss,sell,0.0038503365298493608,BTC/USDT,2025-01-08T12:00:00
95494.5,-1.8747360603776484,94778.5,stop_loss,sell,0.0026183464530414083,BTC/USDT,2025-01-08T22:30:00
3378.7,-4.742474349314835,3314.65,stop_loss,sell,0.07404331536791343,ETH/USDT,2025-01-08T22:30:00
92946.5,-5.3784003299492795,91946.5,stop_loss,sell,0.00537840032994928,BTC/USDT,2025-01-10T01:45:00
91815.5,16.82507534918705,94910.0,take_profit,sell,0.0054370901112254155,BTC/USDT,2025-01-10T16:15:00
94976.0,-1.667345840787246,94344.0,stop_loss,sell,0.002638205444283617,BTC/USDT,2025-01-10T19:00:00
3230.35,-11.575342252390891,3155.55,stop_loss,sell,0.15475056487153654,ETH/USDT,2025-01-13T15:00:00
93564.0,-5.302253068023197,91581.5,stop_loss,sell,0.002674528659784715,BTC/USDT,2025-01-13T16:15:00
3155.85,-11.851616311063967,3081.0,stop_loss,sell,0.15833822726872387,ETH/USDT,2025-01-13T17:15:00
3072.8,-5.032354095675422,3041.8,stop_loss,sell,0.16233400308630394,ETH/USDT,2025-01-13T20:00:00
3005.3,-16.241431744780932,3103.2,stop_loss,buy,0.1658981792112461,ETH/USDT,2025-01-14T03:00:00
91476.5,11.232638687432686,95593.0,take_profit,sell,0.0027286866725209974,BTC/USDT,2025-01-14T13:45:00
3115.05,-12.915182413672165,3195.8,stop_loss,buy,0.1599403394882002,ETH/USDT,2025-01-14T14:45:00
3249.7,-15.709847020231102,3352.25,stop_loss,buy,0.15319207235720209,ETH/USDT,2025-01-15T21:45:00
3346.85,-14.460378242649261,3444.15,stop_loss,buy,0.14861642592650806,ETH/USDT,2025-01-16T01:30:00
95619.0,12.03935480736978,100243.5,take_profit,sell,0.0026033851891814853,BTC/USDT,2025-01-16T01:45:00
3460.85,-7.123471597990331,3361.6,stop_loss,sell,0.07177301358176656,ETH/USDT,2025-01-16T14:00:00
99785.0,9.02942694747831,103413.0,take_profit,sell,0.0024888166889411,BTC/USDT,2025-01-17T20:30:00
3334.95,-8.27959753587779,3446.2,stop_loss,buy,0.07442334863710372,ETH/USDT,2025-01-18T01:45:00
