timestamp,open,high,low,close,volume
2026-01-01T00:00:00,2982.15,2982.2,2977.75,2977.75,0.164
2026-01-01T00:15:00,2978.05,2978.05,2972.15,2973.65,0.273
2026-01-01T00:30:00,2977.7,2981.65,2977.3,2980.65,0.20299999999999999
2026-01-01T00:45:00,2978.75,2978.75,2975.05,2977.0,0.137
2026-01-01T01:00:00,2977.4,2977.5,2971.7,2971.7,0.142
2026-01-01T01:15:00,2971.85,2974.7,2971.85,2973.65,0.173
2026-01-01T01:30:00,2971.65,2973.85,2967.7,2967.7,0.2319
2026-01-01T01:45:00,2970.55,2971.0,2968.15,2971.0,0.349
2026-01-01T02:00:00,2971.45,2975.5,2964.3,2965.25,0.394
2026-01-01T02:15:00,2966.35,2980.0,2964.6,2976.9,0.447
2026-01-01T02:30:00,2977.0,2981.4,2976.3,2978.7,0.2
2026-01-01T02:45:00,2977.95,2981.4,2977.95,2981.4,0.11099999999999999
2026-01-01T03:00:00,2981.1,2984.3,2981.1,2983.4,0.191
2026-01-01T03:15:00,2983.6,2984.45,2979.85,2980.9,0.06999999999999999
2026-01-01T03:30:00,2981.75,2981.75,2979.15,2979.15,0.091
2026-01-01T03:45:00,2979.8,2984.45,2979.4,2984.35,0.16599999999999998
2026-01-01T04:00:00,2984.35,2984.35,2977.0,2977.0,0.16
2026-01-01T04:15:00,2977.0,2978.0,2975.75,2976.8,0.16499999999999998
2026-01-01T04:30:00,2975.55,2975.75,2972.75,2973.85,0.14
2026-01-01T04:45:00,2973.1,2976.75,2973.1,2976.4,0.174
2026-01-01T05:00:00,2976.05,2976.05,2972.05,2973.95,0.16
2026-01-01T05:15:00,2973.95,2974.55,2971.25,2972.25,0.161
2026-01-01T05:30:00,2973.15,2978.9,2973.15,2977.75,0.47800000000000004
2026-01-01T05:45:00,2977.1,2980.55,2976.45,2980.55,0.093
2026-01-01T06:00:00,2979.75,2980.7,2979.65,2979.85,0.093
2026-01-01T06:15:00,2980.25,2983.45,2980.05,2981.2,0.09300000000000001
2026-01-01T06:30:00,2979.35,2986.75,2979.35,2986.75,0.171
2026-01-01T06:45:00,2989.0,2989.0,2983.05,2983.05,0.171
2026-01-01T07:00:00,2983.45,2986.55,2978.8,2986.25,0.268
2026-01-01T07:15:00,2984.4,2988.6,2984.4,2984.85,0.16
2026-01-01T07:30:00,2982.95,2987.05,2982.95,2986.15,0.094
2026-01-01T07:45:00,2986.2,2987.55,2982.8,2982.8,0.098
2026-01-01T08:00:00,2983.4,2985.35,2983.3,2983.3,0.098
2026-01-01T08:15:00,2984.0,2984.0,2981.85,2982.4,0.055999999999999994
