timestamp,open,high,low,close,volume
2024-01-01T00:00:00,103.94,104.36,103.86,104.3,8.25
2024-01-01T00:15:00,104.04,104.06,103.96,103.96,7.15
2024-01-01T00:30:00,103.84,103.98,103.62,103.62,6.04
2024-01-01T00:45:00,103.78,104.0,103.78,103.86,5.35
2024-01-01T01:00:00,103.86,104.08,103.64,104.08,5.11
2024-01-01T01:15:00,104.16,104.38,103.76,103.82,10.309999999999999
2024-01-01T01:30:00,103.72,104.0,103.58,103.88,7.35
2024-01-01T01:45:00,104.08,104.44,104.08,104.26,8.49
2024-01-01T02:00:00,104.46,104.9,104.02,104.84,13.469999999999999
2024-01-01T02:15:00,104.88,104.92,104.52,104.58,11.280000000000001
2024-01-01T02:30:00,104.72,104.88,104.54,104.58,10.27
2024-01-01T02:45:00,104.84,104.98,104.6,104.6,12.060000000000002
2024-01-01T03:00:00,104.72,104.84,104.58,104.84,7.710000000000001
2024-01-01T03:15:00,104.64,104.64,103.82,103.9,13.17
2024-01-01T03:30:00,103.84,103.92,103.3,103.34,12.170000000000002
2024-01-01T03:45:00,103.16,103.16,102.8,103.04,13.98
2024-01-01T04:00:00,102.84,102.92,102.52,102.54,9.3
2024-01-01T04:15:00,102.18,102.18,100.44,100.56,48.24
2024-01-01T04:30:00,100.7,101.64,100.7,101.0,28.79
2024-01-01T04:45:00,100.78,100.78,100.02,100.7,32.03
2024-01-01T05:00:00,100.74,101.26,100.74,101.26,13.080000000000002
2024-01-01T05:15:00,101.38,101.66,101.3,101.64,15.399999999999999
2024-01-01T05:30:00,102.26,102.56,102.26,102.4,17.91
2024-01-01T05:45:00,102.38,102.48,101.86,101.96,14.56
2024-01-01T06:00:00,101.96,102.22,101.78,102.22,15.92
2024-01-01T06:15:00,102.24,102.26,102.0,102.0,7.77
2024-01-01T06:30:00,101.84,102.54,101.84,102.54,10.87
2024-01-01T06:45:00,102.48,102.48,102.24,102.44,6.42
2024-01-01T07:00:00,102.56,104.42,102.56,104.42,19.75
2024-01-01T07:15:00,104.32,104.76,104.12,104.2,14.29
2024-01-01T07:30:00,103.68,103.68,103.44,103.54,9.02
2024-01-01T07:45:00,103.36,103.7,103.36,103.62,4.8100000000000005
2024-01-01T08:00:00,103.9,104.28,103.66,103.94,6.779999999999999
2024-01-01T08:15:00,104.0,104.02,103.74,103.74,7.0
2024-01-01T08:30:00,103.66,104.0,103.4,103.4,6.49
2024-01-01T08:45:00,103.18,103.18,102.7,102.82,9.23
2024-01-01T09:00:00,102.96,103.52,102.96,103.52,4.23
2024-01-01T09:15:00,102.9,103.12,102.64,102.84,12.64
2024-01-01T09:30:00,103.12,104.0,103.12,103.54,8.579999999999998
2024-01-01T09:45:00,102.34,102.38,101.82,102.2,14.129999999999999
2024-01-01T10:00:00,102.16,102.4,102.0,102.08,8.290000000000001
2024-01-01T10:15:00,102.38,102.64,102.3,102.64,8.830000000000002
2024-01-01T10:30:00,102.54,102.76,102.4,102.76,5.11
2024-01-01T10:45:00,102.78,102.82,102.38,102.38,4.75
2024-01-01T11:00:00,102.3,102.32,102.04,102.3,6.22
2024-01-01T11:15:00,102.08,102.08,101.54,101.64,7.51
2024-01-01T11:30:00,101.62,102.08,101.62,101.66,5.18
2024-01-01T11:45:00,101.64,102.22,101.64,102.06,4.27
2024-01-01T12:00:00,102.06,102.4,102.0,102.24,4.109999999999999
2024-01-01T12:15:00,102.3,102.54,102.24,102.44,4.42
2024-01-01T12:30:00,102.6,102.8,102.6,102.7,6.3500000000000005
2024-01-01T12:45:00,102.64,102.64,102.0,102.42,9.049999999999999
2024-01-01T13:00:00,102.56,103.26,102.54,102.54,7.07
2024-01-01T13:15:00,102.28,102.8,102.28,102.4,6.7299999999999995
2024-01-01T13:30:00,102.6,103.0,102.6,102.8,7.800000000000001
2024-01-01T13:45:00,102.7,102.78,102.5,102.5,3.91
2024-01-01T14:00:00,102.76,102.76,102.0,102.18,6.1
2024-01-01T14:15:00,102.14,102.46,102.14,102.36,3.75
2024-01-01T14:30:00,102.44,102.62,101.94,101.98,7.1899999999999995
2024-01-01T14:45:00,102.14,102.68,102.14,102.32,4.6899999999999995
2024-01-01T15:00:00,102.46,103.84,102.46,103.84,12.4
2024-01-01T15:15:00,103.74,104.28,103.54,104.14,22.56
2024-01-01T15:30:00,104.36,104.88,104.36,104.62,18.98
2024-01-01T15:45:00,104.44,104.44,104.12,104.12,13.82
2024-01-01T16:00:00,104.0,104.44,104.0,104.44,6.879999999999999
2024-01-01T16:15:00,104.44,104.58,104.12,104.18,8.98
2024-01-01T16:30:00,104.38,104.62,104.24,104.56,7.63
2024-01-01T16:45:00,104.58,104.58,103.9,103.9,9.540000000000001
2024-01-01T17:00:00,104.02,104.24,103.8,104.02,8.49
2024-01-01T17:15:00,104.16,104.38,104.0,104.3,10.100000000000001
2024-01-01T17:30:00,104.48,104.48,104.0,104.12,7.55
2024-01-01T17:45:00,104.24,104.88,104.24,104.6,11.979999999999999
2024-01-01T18:00:00,104.42,105.02,104.24,105.02,11.96
2024-01-01T18:15:00,105.0,106.08,104.92,105.04,39.76
2024-01-01T18:30:00,105.24,105.24,104.78,105.12,17.94
2024-01-01T18:45:00,105.0,105.24,105.0,105.24,6.470000000000001
2024-01-01T19:00:00,105.62,105.78,105.34,105.72,14.97
2024-01-01T19:15:00,105.68,105.72,105.4,105.4,9.24
2024-01-01T19:30:00,105.34,105.34,104.58,104.88,11.200000000000001
2024-01-01T19:45:00,104.9,104.9,104.36,104.44,12.38
2024-01-01T20:00:00,104.56,104.88,104.56,104.6,5.49
2024-01-01T20:15:00,104.42,104.52,104.4,104.46,5.959999999999999
2024-01-01T20:30:00,104.42,104.8,104.38,104.8,5.41
2024-01-01T20:45:00,104.88,105.64,104.88,105.5,9.490000000000002
2024-01-01T21:00:00,105.48,105.62,105.08,105.62,8.33
2024-01-01T21:15:00,106.04,106.36,105.78,106.08,21.7
2024-01-01T21:30:00,105.88,108.16,105.88,107.64,36.019999999999996
2024-01-01T21:45:00,107.94,108.08,106.9,106.9,33.09
2024-01-01T22:00:00,106.86,107.3,106.86,106.88,15.020000000000001
2024-01-01T22:15:00,106.8,106.8,106.52,106.56,8.73
2024-01-01T22:30:00,106.56,106.74,106.56,106.58,6.529999999999999
2024-01-01T22:45:00,106.64,106.64,106.26,106.36,5.37
2024-01-01T23:00:00,106.5,106.5,106.24,106.24,5.57
2024-01-01T23:15:00,106.26,107.16,106.26,107.12,9.25
2024-01-01T23:30:00,107.22,108.1,107.22,108.1,13.23
2024-01-01T23:45:00,108.14,108.32,107.94,108.26,13.23
2024-01-02T00:00:00,108.1,108.26,107.78,108.26,10.14
2024-01-02T00:15:00,108.14,108.14,107.8,108.02,6.05
2024-01-02T00:30:00,107.96,107.96,107.52,107.64,7.1000000000000005
2024-01-02T00:45:00,107.74,108.8,107.54,108.78,14.299999999999999
2024-01-02T01:00:00,108.86,108.88,108.68,108.72,13.219999999999999
2024-01-02T01:15:00,108.72,109.04,108.64,108.78,12.34
2024-01-02T01:30:00,109.06,109.44,109.06,109.32,16.090000000000003
2024-01-02T01:45:00,109.02,109.04,108.18,108.58,17.479999999999997
2024-01-02T02:00:00,108.52,108.72,108.2,108.28,8.15
2024-01-02T02:15:00,108.3,108.44,107.84,108.0,14.57
2024-01-02T02:30:00,108.06,108.24,107.74,107.74,12.419999999999998
2024-01-02T02:45:00,107.76,107.8,107.54,107.72,10.82
2024-01-02T03:00:00,107.78,108.08,107.68,108.08,9.860000000000001
2024-01-02T03:15:00,108.1,108.18,107.9,108.02,6.5
2024-01-02T03:30:00,108.0,108.04,107.74,107.74,5.880000000000001
2024-01-02T03:45:00,107.86,107.86,107.38,107.76,9.23
2024-01-02T04:00:00,107.8,108.06,107.62,107.84,7.4399999999999995
2024-01-02T04:15:00,107.88,108.08,107.88,108.08,3.13
2024-01-02T04:30:00,108.22,108.56,108.16,108.26,15.8
2024-01-02T04:45:00,108.16,109.04,108.16,109.04,8.76
2024-01-02T05:00:00,109.3,109.4,109.14,109.28,10.370000000000001
2024-01-02T05:15:00,109.28,109.7,109.14,109.7,11.379999999999999
2024-01-02T05:30:00,109.0,109.5,109.0,109.04,34.01
2024-01-02T05:45:00,109.38,109.58,108.94,109.0,22.31
2024-01-02T06:00:00,109.02,109.56,109.0,109.56,10.15
2024-01-02T06:15:00,109.18,110.36,109.18,110.36,18.79
2024-01-02T06:30:00,111.0,112.88,111.0,111.52,50.0
2024-01-02T06:45:00,111.52,112.66,111.52,111.92,20.84
2024-01-02T07:00:00,112.2,112.2,111.34,111.34,21.09
2024-01-02T07:15:00,111.12,111.46,110.8,110.98,32.89
2024-01-02T07:30:00,111.1,111.84,111.1,111.52,19.33
2024-01-02T07:45:00,111.52,111.54,111.02,111.54,12.68
2024-01-02T08:00:00,111.5,111.88,111.5,111.88,8.42
2024-01-02T08:15:00,111.72,111.92,111.46,111.84,7.51
2024-01-02T08:30:00,111.48,111.48,110.88,111.18,12.379999999999999
