timestamp,open,high,low,close,volume
2022-01-01T00:00:00,46951.5,46968.5,46640.0,46686.5,0.021982
2022-01-01T00:15:00,46696.0,46743.5,46661.5,46661.5,0.020624999999999998
2022-01-01T00:30:00,46633.0,46641.0,46435.0,46456.5,0.07025700000000001
2022-01-01T00:45:00,46424.5,46424.5,46094.3,46098.0,0.05208
2022-01-01T01:00:00,46081.0,46196.5,46000.0,46125.5,0.06129
2022-01-01T01:15:00,45990.5,45990.5,45700.0,45700.0,0.077238
2022-01-01T01:30:00,45737.5,46193.5,45737.5,46139.0,0.23583999999999997
2022-01-01T01:45:00,46075.0,46101.5,45864.5,46079.5,0.13883099999999998
2022-01-01T02:00:00,46110.5,46126.5,45893.0,45905.5,0.0565
2022-01-01T02:15:00,45945.0,45950.0,45862.5,45880.0,0.018872
2022-01-01T02:30:00,45923.5,45937.0,45807.0,45807.0,0.01501
2022-01-01T02:45:00,45829.5,46093.6,45829.5,46093.6,0.032391
2022-01-01T03:00:00,46104.5,46410.5,46104.5,46273.0,0.045853
2022-01-01T03:15:00,46188.0,46343.0,46188.0,46343.0,0.022694999999999996
2022-01-01T03:30:00,46364.5,46489.5,46362.0,46489.5,0.034384
2022-01-01T03:45:00,46431.5,46556.5,46408.0,46408.0,0.022312
2022-01-01T04:00:00,46396.0,46396.0,46305.0,46310.0,2.6345220000000005
2022-01-01T04:15:00,46374.0,46415.0,46300.5,46300.5,0.02512
2022-01-01T04:30:00,46389.0,46463.5,46389.0,46463.5,0.023786
2022-01-01T04:45:00,46454.0,46464.5,46374.5,46409.5,0.0257
2022-01-01T05:00:00,46411.5,46452.0,46409.5,46452.0,0.015455
2022-01-01T05:15:00,46391.0,46391.0,46144.5,46215.5,0.03238
2022-01-01T05:30:00,46346.0,46521.5,46291.5,46291.5,0.02877
2022-01-01T05:45:00,46324.0,46399.0,46289.0,46359.0,0.024175000000000002
2022-01-01T06:00:00,46378.5,46663.0,46378.5,46663.0,0.026556999999999997
2022-01-01T06:15:00,46618.5,46688.5,46618.5,46688.5,0.025499999999999995
2022-01-01T06:30:00,46653.5,46747.5,46591.0,46738.5,0.026949999999999998
2022-01-01T06:45:00,46775.5,46919.5,46775.5,46801.5,0.17652700000000002
2022-01-01T07:00:00,46832.0,46845.0,46766.5,46766.5,0.010125
2022-01-01T07:15:00,46767.5,46850.0,46742.5,46792.5,0.012450000000000003
2022-01-01T07:30:00,46813.5,46855.0,46809.0,46855.0,0.023356000000000002
2022-01-01T07:45:00,46880.0,46918.0,46837.5,46859.0,0.013395
2022-01-01T08:00:00,46822.0,46822.0,46742.0,46783.0,0.009705
2022-01-01T08:15:00,46794.5,46849.5,46780.0,46802.5,0.028831
2022-01-01T08:30:00,46814.5,46828.5,46777.5,46814.0,0.005050000000000001
2022-01-01T08:45:00,46846.5,46889.0,46791.0,46836.5,0.012225
2022-01-01T09:00:00,46837.5,46886.0,46810.5,46886.0,0.00931
2022-01-01T09:15:00,46881.0,46897.0,46816.0,46817.0,0.009855
2022-01-01T09:30:00,46849.5,46878.0,46660.5,46660.5,0.019020000000000002
2022-01-01T09:45:00,46667.0,46710.0,46631.5,46702.5,0.021175
2022-01-01T10:00:00,46696.5,46754.5,46655.0,46754.5,0.011231999999999999
2022-01-01T10:15:00,46792.5,46818.0,46719.0,46719.0,0.00793
2022-01-01T10:30:00,46712.0,46764.5,46680.5,46764.5,0.00659
2022-01-01T10:45:00,46777.5,47404.5,46777.5,47404.5,0.030333
2022-01-01T11:00:00,47495.0,47524.5,47258.6,47336.0,0.03217
2022-01-01T11:15:00,47208.5,47284.5,47183.0,47183.0,0.010935
2022-01-01T11:30:00,47239.5,47321.5,47148.5,47321.5,0.012015
2022-01-01T11:45:00,47270.5,47270.5,47127.0,47127.0,0.00851
2022-01-01T12:00:00,47126.5,47190.5,47122.0,47157.5,0.00629
2022-01-01T12:15:00,47147.0,47147.0,46943.0,46943.0,0.015346
2022-01-01T12:30:00,46995.0,47040.0,46953.5,46968.5,0.013448
2022-01-01T12:45:00,46991.0,47016.5,46982.5,46982.5,0.00688
2022-01-01T13:00:00,46986.0,47072.0,46966.5,47072.0,0.00982
2022-01-01T13:15:00,47077.5,47185.5,47077.5,47185.5,0.25854999999999995
2022-01-01T13:30:00,47203.5,47217.5,47096.5,47153.0,0.11057
2022-01-01T13:45:00,47233.0,47332.0,47233.0,47332.0,0.012946
2022-01-01T14:00:00,47278.5,47278.5,47171.5,47226.0,0.007090000000000001
2022-01-01T14:15:00,47234.5,47234.5,47104.5,47118.0,0.008244999999999999
2022-01-01T14:30:00,47098.0,47209.5,47088.5,47209.5,0.00877
2022-01-01T14:45:00,47196.5,47196.5,47093.5,47140.0,0.007254999999999999
2022-01-01T15:00:00,47107.5,47123.5,46948.5,46988.5,0.013301
2022-01-01T15:15:00,47000.5,47078.0,47000.5,47078.0,0.00641
2022-01-01T15:30:00,47257.9,47274.5,47129.5,47129.5,0.006871
2022-01-01T15:45:00,47068.5,47068.5,46898.0,46898.0,0.014886
2022-01-01T16:00:00,46846.5,46847.0,46742.5,46832.5,0.02695
2022-01-01T16:15:00,47022.4,47032.5,46898.0,46898.0,0.012791
2022-01-01T16:30:00,46890.5,46964.0,46868.5,46926.5,0.01217
2022-01-01T16:45:00,46971.5,46984.0,46899.5,46950.5,0.010265000000000002
2022-01-01T17:00:00,46917.0,46982.0,46864.5,46976.0,0.014224999999999998
2022-01-01T17:15:00,46950.5,46954.5,46788.2,46791.5,0.01021
2022-01-01T17:30:00,46819.5,46923.5,46807.5,46923.5,0.011009999999999999
2022-01-01T17:45:00,46958.0,46961.5,46900.0,46956.0,0.033212
2022-01-01T18:00:00,46963.0,47116.0,46963.0,47017.5,0.012701
2022-01-01T18:15:00,47036.5,47130.0,47036.5,47130.0,0.00768
2022-01-01T18:30:00,47109.0,47133.5,47041.5,47106.5,0.007915
2022-01-01T18:45:00,47183.5,47183.5,47033.0,47033.0,0.010345
2022-01-01T19:00:00,47057.5,47067.5,46953.0,47067.5,0.007946000000000002
2022-01-01T19:15:00,47060.0,47060.0,46978.5,47040.0,0.006104999999999999
2022-01-01T19:30:00,47040.0,47054.5,46977.5,46990.5,0.007325
2022-01-01T19:45:00,47034.0,47079.5,47002.0,47032.0,0.00808
2022-01-01T20:00:00,47014.5,47014.5,46880.0,46940.5,0.017214999999999998
