entry_price,pnl,price,reason,side,size,symbol,timestamp
16855.0,-1.6615686559931218,16798.988520606472,stop_loss,sell,0.029664787896766538,BTC/USDT,2023-01-04T20:30:00
1251.45,3.066736037398425,1259.1254005415776,take_profit,sell,0.39955387615095056,ETH/USDT,2023-01-04T23:30:00
16853.5,2.046528378576455,16922.5,take_profit,sell,0.029659831573571813,BTC/USDT,2023-01-05T00:00:00
16950.5,-0.20654090502764033,16943.5,stop_loss,sell,0.02950584357537719,BTC/USDT,2023-01-05T00:30:00
1259.8,-1.6434121497729024,1254.2802969675965,stop_loss,sell,0.29773561007272537,ETH/USDT,2023-01-05T03:15:00
1253.25,-1.1371866770318322,1249.45,stop_loss,sell,0.29925965185048575,ETH/USDT,2023-01-05T23:00:00
1248.1,-0.9614435616261239,1244.9,stop_loss,sell,0.3004511130081808,ETH/USDT,2023-01-06T16:45:00
16794.0,-1.4964245151167115,16727.0,stop_loss,sell,0.022334694255473304,BTC/USDT,2023-01-06T18:30:00
1243.65,2.637583569386725,1252.4,take_profit,sell,0.3014381222156257,ETH/USDT,2023-01-06T21:00:00
16952.0,-1.4013336082790266,16904.5,stop_loss,sell,0.0295017601742953,BTC/USDT,2023-01-07T02:30:00
16932.0,1.018591966942072,16966.5,take_profit,sell,0.02952440483890064,BTC/USDT,2023-01-09T04:30:00
1264.1,2.1554886001496865,1269.55,take_profit,sell,0.39550249544030613,ETH/USDT,2023-01-09T04:30:00
17047.0,2.6398310091636263,17137.0,take_profit,sell,0.029331455657373627,BTC/USDT,2023-01-09T05:30:00
1285.85,6.205635745197216,1307.128356999653,take_profit,sell,0.2916407383003474,ETH/USDT,2023-01-09T08:00:00
17119.5,2.147696611400472,17217.5,take_profit,sell,0.021915271544902776,BTC/USDT,2023-01-09T15:00:00
1305.05,7.426167601732794,1330.8655221068436,take_profit,sell,0.2876628863440311,ETH/USDT,2023-01-09T21:15:00
1339.75,-2.2153558325715963,1331.85,stop_loss,sell,0.28042478893311024,ETH/USDT,2023-01-10T01:30:00
17240.5,-0.7950935827232061,17204.0,stop_loss,sell,0.021783385828033044,BTC/USDT,2023-01-10T04:30:00
17171.5,3.7744713133741326,17344.109659045254,take_profit,sell,0.02186709210974428,BTC/USDT,2023-01-10T20:45:00
17279.5,4.3168931259294565,17478.0,take_profit,sell,0.02174757242281842,BTC/USDT,2023-01-11T06:30:00
1324.9,8.065154893742106,1353.35,take_profit,sell,0.2834852335234502,ETH/USDT,2023-01-12T04:45:00
17452.0,6.391866006667295,17674.5,take_profit,sell,0.02872748767041481,BTC/USDT,2023-01-12T05:00:00
17944.0,6.827251234762982,18269.5,take_profit,sell,0.020974658171314844,BTC/USDT,2023-01-12T08:15:00
18212.5,-1.8721150030018487,18122.0,stop_loss,sell,0.02068635362432982,BTC/USDT,2023-01-12T20:00:00
18003.5,5.696733531451807,18276.0,take_profit,sell,0.020905444152116724,BTC/USDT,2023-01-12T23:00:00
18747.0,12.716157544070624,19379.0,take_profit,sell,0.02012050244314972,BTC/USDT,2023-01-14T01:45:00
1390.25,15.052213965527327,1431.95,take_profit,sell,0.3609643636817101,ETH/USDT,2023-01-14T03:00:00
19424.5,12.947562628438739,19924.0,take_profit,sell,0.025921046303180657,BTC/USDT,2023-01-14T05:30:00
1454.95,7.72749829219143,1477.25,take_profit,sell,0.3465245870937868,ETH/USDT,2023-01-14T06:00:00
20384.0,19.421660602801836,21169.0,take_profit,sell,0.02474096892076667,BTC/USDT,2023-01-16T07:45:00
21279.0,-10.23245234915201,20849.0,stop_loss,sell,0.023796400811981422,BTC/USDT,2023-01-18T21:45:00
20471.0,25.63030945043728,21510.5,take_profit,sell,0.024656382347703013,BTC/USDT,2023-01-21T01:30:00
1543.0,31.723960725965068,1639.8,take_profit,sell,0.3277268670037715,ETH/USDT,2023-01-21T03:45:00
1651.6,-17.378326505599215,1595.2,stop_loss,sell,0.30812635648225634,ETH/USDT,2023-01-25T03:45:00
21875.0,32.35540951358879,23269.0,take_profit,sell,0.0232104802823449,BTC/USDT,2023-01-26T03:15:00
1566.2,44.97976344946899,1704.85,take_profit,sell,0.32441228596804206,ETH/USDT,2023-02-02T23:45:00
23438.0,-20.405052413491937,22499.5,stop_loss,sell,0.02174219756365683,BTC/USDT,2023-02-09T09:30:00
1707.35,-28.10620012680738,1613.55,stop_loss,sell,0.29963966020050525,ETH/USDT,2023-02-10T00:45:00
22543.5,-20.667590287407517,21627.5,stop_loss,sell,0.022562871492802967,BTC/USDT,2023-02-11T03:00:00
21533.0,41.59270086271243,23302.0,take_profit,sell,0.02351198465953218,BTC/USDT,2023-02-16T01:30:00
23822.5,-21.1521666529301,22835.5,stop_loss,sell,0.021430766618976797,BTC/USDT,2023-03-03T07:00:00
22160.0,-38.65834586243607,20474.5,stop_loss,sell,0.022935832608980168,BTC/USDT,2023-03-10T02:15:00
1573.2,-40.45414913728541,1447.95,stop_loss,sell,0.32298721866096136,ETH/USDT,2023-03-10T02:15:00
20269.5,65.81007493724184,22913.5,take_profit,sell,0.024890346042829744,BTC/USDT,2023-03-13T19:45:00
1433.7,64.16779409938023,1616.05,take_profit,sell,0.351893578828518,ETH/USDT,2023-03-13T19:45:00
23402.0,68.92347402197785,26558.5,take_profit,sell,0.021835410746706117,BTC/USDT,2023-03-17T16:00:00
1636.1,61.24600238498232,1832.2,take_profit,sell,0.31232025693514676,ETH/USDT,2023-04-04T16:30:00
26711.0,69.48313630928337,30307.5,take_profit,sell,0.019319654194156363,BTC/USDT,2023-04-12T00:45:00
1863.5,73.94282591444204,2128.9752543468476,take_profit,sell,0.27853001251044884,ETH/USDT,2023-04-17T00:30:00
2134.15,-56.11491948987342,1905.9980179160057,stop_loss,sell,0.24595411785296104,ETH/USDT,2023-04-21T17:15:00
30177.5,-39.85098420845027,27872.0,stop_loss,sell,0.017285180745369885,BTC/USDT,2023-05-10T22:45:00
1908.1,-67.06583417503396,1661.9995664683925,stop_loss,sell,0.27251408383407205,ETH/USDT,2023-06-15T02:15:00
1649.2,106.32154198590575,1990.2,take_profit,sell,0.31179337825778813,ETH/USDT,2023-07-13T23:30:00
1992.55,-54.55218014415069,1716.85,stop_loss,sell,0.19786790041403945,ETH/USDT,2023-08-18T03:00:00
27278.5,86.92611845224162,31852.5,take_profit,sell,0.01900439843730687,BTC/USDT,2023-10-24T03:45:00
1615.7,152.47680532729166,2091.25,take_profit,sell,0.3206325419562437,ETH/USDT,2023-11-10T04:15:00
34111.5,89.37209230365504,39925.0,take_profit,sell,0.015373198985749556,BTC/USDT,2023-12-04T04:00:00
